Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Sir Ramos Drugstore - Mabalas Balas],Price [Sir Ramos Drugstore - Mabalas Balas],In stock [Sir Ramos Drugstore - Mabalas Balas],Low stock [Sir Ramos Drugstore - Mabalas Balas],"Modifier - ""Biguerlai""","Modifier - ""Biofit""","Modifier - ""MX3 Coffee""","Modifier - ""Xanthone Coffee""","Modifier - ""Sante Barley Juice""","Modifier - ""UH Ferrous""","Modifier - ""Supracid""","Modifier - ""Chilli Plaster""","Modifier - ""Facemask Regular""","Modifier - ""VIP DC""","Modifier - ""4x4 Gauze Pad""","Modifier - ""Gloves"""
axe-roll-on-apollo-25ml,11247,Axe Roll-On Apollo 25ml,General Merchandise,,N,,,,,,,93.00,82.50,4800888178510,,,Y,Y,93.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
axe-roll-on-apollo-40ml,11248,Axe Roll-On Apollo 40ml,General Merchandise,,N,,,,,,,149.00,136.54,4800888178503,,,Y,Y,149.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
axe-roll-on-dark-temptation-25ml,11249,Axe Roll-On Dark Temptation 25ml,General Merchandise,,N,,,,,,,93.00,82.50,4800888158994,,,Y,Y,93.00,4.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
axe-roll-on-dark-temptation-40ml,11250,Axe Roll-On Dark Temptation 40ml,General Merchandise,,N,,,,,,,144.00,135.17,4800888147219,,,Y,Y,149.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
axe-roll-on-gold-40ml,10939,Axe Roll-On Gold 40ml,General Merchandise,,N,,,,,,,149.00,135.17,,,,Y,Y,149.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
azithromycin-syrup-15ml,10542,Azithromycin 200mg Syrup 15ml,Generics,,N,,,,,,,180.00,35.00,4806524147315,,,Y,Y,180.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
azithromycin,10369,Azithromycin 500mg Tablet,Generics,,N,,,,,,,50.00,8.00,,,,Y,Y,50.00,-9.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-baby-cologne-butterfly-kisses-100ml,11767,B-Flo Baby Cologne Butterfly Kisses 100ml,General Merchandise,,N,,,,,,,77.00,69.40,,,,Y,N,77.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-baby-cologne-pink-fantasy-100ml,11765,B-Flo Baby Cologne Pink Fantasy 100ml,General Merchandise,,N,,,,,,,77.00,69.40,4800067056967,,,Y,N,77.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-baby-cologne-powder-puff-100ml,11766,B-Flo Baby Cologne Powder Puff 100ml,General Merchandise,,N,,,,,,,77.00,69.40,4800067056844,,,Y,N,77.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-baby-cologne-butterfly-kisses-yellow-50ml,11791,B-Flo Cologne Butterfly Kisses 50ml,General Merchandise,,N,,,,,,,41.00,36.00,,,,Y,Y,41.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-cologne-heavenly-touch-50ml,11824,B-Flo Cologne Heavenly Touch 50ml,General Merchandise,,N,,,,,,,44.00,36.00,,,,Y,Y,44.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-cologne-pink-fantasy-50ml,11825,B-Flo Cologne Pink Fantasy 50ml,General Merchandise,,N,,,,,,,44.00,36.00,,,,Y,Y,44.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-cologne-powder-puff-50ml,11826,B-Flo Cologne Powder Puff 50ml,General Merchandise,,N,,,,,,,44.00,36.00,,,,Y,Y,44.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-powder-blue-50g,11044,B-Flo Powder Blue 50g,General Merchandise,,N,,,,,,,25.00,24.30,,,,Y,Y,29.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-powder-pink-50g,11361,B-Flo Powder Pink 50g,General Merchandise,,N,,,,,,,25.00,24.30,,,,Y,Y,29.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-powder-purple-50g,11362,B-Flo Powder Purple 50g,General Merchandise,,N,,,,,,,27.00,24.30,,,,Y,Y,29.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-powder-white-50g,11353,B-Flo Powder White 50g,General Merchandise,,N,,,,,,,20.00,24.30,,,,Y,Y,29.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
b-flo-teether,11882,B-flo Teether,General Merchandise,,N,,,,,,,100.00,83.50,,,,Y,Y,100.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-bubble-gum-100ml,10958,Baby Bench Bubble Gum 100ml,General Merchandise,,N,,,,,,,62.00,54.71,4800417000893,,,Y,Y,62.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-bubble-gum-200ml,10954,Baby Bench Bubble Gum 200ml,General Merchandise,,N,,,,,,,100.00,87.40,4800417000589,,,Y,Y,100.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-bubble-gum-50ml,10960,Baby Bench Bubble Gum 50ml,General Merchandise,,N,,,,,,,43.00,34.54,4800417001210,,,Y,Y,43.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-gummy-bear-200ml,10953,Baby Bench Gummy Bear 200ml,General Merchandise,,N,,,,,,,100.00,88.33,4800417002804,,,Y,Y,100.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-ice-mint-100ml,10957,Baby Bench Ice Mint 100ml,General Merchandise,,N,,,,,,,62.00,54.71,4800417000909,,,Y,Y,62.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-ice-mint-200ml,11002,Baby Bench Ice Mint 200ml,General Merchandise,,N,,,,,,,100.00,88.33,4800417000596,,,Y,Y,100.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-ice-mint-50ml,10959,Baby Bench Ice Mint 50ml,General Merchandise,,N,,,,,,,43.00,34.54,,,,Y,Y,43.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-jelly-bean-100ml,11000,Baby Bench Jelly Bean 100ml,General Merchandise,,N,,,,,,,62.00,54.71,4800417002781,,,Y,Y,62.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-jelly-bean-200ml,10952,Baby Bench Jelly Bean 200ml,General Merchandise,,N,,,,,,,100.00,88.33,,,,Y,Y,100.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
baby-bench-jelly-bean-50ml,11001,Baby Bench Jelly Bean 50ml,General Merchandise,,N,,,,,,,43.00,34.54,4800417002750,,,Y,Y,43.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-baby-cotton-buds-200-tips,11834,Babyflo Baby Cotton Buds 200 Tips,General Merchandise,,N,,,,,,,35.00,25.00,,,,Y,Y,35.00,0.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-baby-buds-300-tips,11561,Babyflo Baby Cotton Buds 300 Tips,General Merchandise,,N,,,,,,,45.00,38.90,,,,Y,Y,45.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-breast-pump-plastic,11573,Babyflo Breast Pump Plastic,General Merchandise,,N,,,,,,,115.00,98.55,,,,Y,Y,115.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-jelly-filled-pacifier,10856,Babyflo Jelly-Filled Pacifier,General Merchandise,,N,,,,,,,35.00,27.00,,,,Y,Y,35.00,18.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-nasal-aspirator,11675,Babyflo Nasal Aspirator,General Merchandise,,N,,,,,,,78.00,76.28,4800067058367,,,Y,Y,90.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-wide-neck-x-cut,10855,Babyflo Wide Neck  Nipple X-cut,General Merchandise,,N,,,,,,,47.00,37.80,4800067034354,,,Y,Y,47.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-wide-neck-l,10854,Babyflo Wide Neck Nipple L,General Merchandise,,N,,,,,,,47.00,37.80,,,,Y,Y,47.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
babyflo-wide-neck-m,10853,Babyflo Wide Neck Nipple M,General Merchandise,,N,,,,,,,47.00,37.80,,,,Y,Y,47.00,5.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bacillus-clausi,11106,Bacillus Clausi,Generics,,N,,,,,,,30.00,9.50,,,,Y,Y,30.00,126.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
bactidol-120ml,10662,Bactidol Gargle 120ml,Branded,,N,,,,,,,227.00,205.57,4800140001099,,,Y,Y,227.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bactidol-gargle-250ml,10579,Bactidol Gargle 250ml,Branded,,N,,,,,,,404.00,377.88,4800140001105,,,Y,Y,420.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
bactidol-60ml,10663,Bactidol Gargle 60ml,Branded,,N,,,,,,,130.00,117.73,4800140001082,,,Y,Y,133.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bactidol-lozenge-lemon,11452,Bactidol Lozenge 8s Lemon,Branded,,N,,,,,,,70.00,62.75,,,,Y,Y,70.00,1.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bactidol-lozenges-8s-orange,11132,Bactidol Lozenges 8s Orange,Branded,,N,,,,,,,70.00,62.75,,,,Y,Y,70.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
band-aid,10911,Band-Aid/Mediplast,Branded,,N,,,,,,,2.50,1.42,,,,Y,Y,2.50,14.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-1.2kg,10730,Bear Brand 1.2kg,Milk / Actiserve,,N,,,,,,,422.00,409.53,4800361388337,,,Y,Y,422.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-1.4kg,11244,Bear Brand 1.5kg,Milk / Actiserve,,N,,,,,,,520.00,504.76,4800361421799,,,Y,Y,520.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-2.4kg,11331,Bear Brand 2.4kg,Milk / Actiserve,,N,,,,,,,810.00,713.34,4800361413862,,,Y,Y,735.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-2kg,10731,Bear Brand 2kg,Milk / Actiserve,,N,,,,,,,682.00,661.91,4800361403474,,,Y,Y,682.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-320g,10732,Bear Brand 300g,Milk / Actiserve,,N,,,,,,,110.00,104.76,4800361410892,,,Y,Y,110.00,27.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-33g,11537,Bear Brand 33g (Swakpack),Milk / Actiserve,,N,,,,,,,13.00,10.64,,,,Y,Y,13.00,2.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-700g,10733,Bear Brand 680g,Milk / Actiserve,,N,,,,,,,250.00,237.14,4800361388771,,,Y,Y,245.00,11.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-900g,10734,Bear Brand 840g,Milk / Actiserve,,N,,,,,,,325.00,285.71,4800361388047,,,Y,Y,295.00,5.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-adult-plus-1.2kg,11893,Bear Brand Adult Plus 1.2kg,Milk / Actiserve,,N,,,,,,,496.00,481.31,,,,Y,Y,496.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-adult-plus-1kg,10735,Bear Brand Adult Plus 1kg,Milk / Actiserve,,N,,,,,,,475.00,415.89,4800361385312,,,Y,Y,430.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-adult-plus-300g,10736,Bear Brand Adult Plus 300g,Milk / Actiserve,,N,,,,,,,150.00,129.91,4800361379373,,,Y,Y,135.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-adult-plus-600g,11139,Bear Brand Adult Plus 600g,Milk / Actiserve,,N,,,,,,,290.00,251.41,4800361380836,,,Y,Y,260.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-choco-300g,10737,Bear Brand Choco 300g,Milk / Actiserve,,N,,,,,,,119.00,104.76,4800361393492,,,Y,Y,110.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-choco-900g,10738,Bear Brand Choco 840g,Milk / Actiserve,,N,,,,,,,325.00,285.71,4800361393515,,,Y,Y,295.00,2.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-jr-1.2kg,10739,Bear Brand Jr 1.2kg,Milk / Actiserve,,N,,,,,,,616.00,598.14,4800361384391,,,Y,Y,616.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-jr-2.4kg,11332,Bear Brand Jr 2.4kg,Milk / Actiserve,,N,,,,,,,1105.00,1074.76,,,,Y,Y,1105.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-jr-2kg,10742,Bear Brand Jr 2kg,Milk / Actiserve,,N,,,,,,,950.00,929.90,,,,Y,Y,958.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-jr-420g,10740,Bear Brand Jr 400g,Milk / Actiserve,,N,,,,,,,190.00,182.25,4800361314053,,,Y,Y,190.00,7.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
bear-brand-jr-750g,10741,Bear Brand Jr 700g,Milk / Actiserve,,N,,,,,,,360.00,350.47,4800361410915,,,Y,Y,360.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-atlantis-100ml,10930,Bench Atlantis 100ml,General Merchandise,,N,,,,,,,120.00,110.42,4800417005256,,,Y,Y,125.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-atlantis-75ml,10931,Bench Atlantis 75ml,General Merchandise,,N,,,,,,,93.00,84.50,4800417005225,,,Y,Y,95.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-b20,10926,Bench B20 100ml,General Merchandise,,N,,,,,,,120.00,110.42,4800417005232,,,Y,Y,125.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-b20-75ml,10928,Bench B20 75ml,General Merchandise,,N,,,,,,,93.00,84.50,4800417005201,,,Y,Y,95.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-eight-100ml,10924,Bench Eight 100ml,General Merchandise,,N,,,,,,,120.00,110.42,4800417005249,,,Y,Y,125.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-eight-75ml,10925,Bench Eight 75ml,General Merchandise,,N,,,,,,,93.00,84.50,4800417005218,,,Y,Y,95.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-fix-clay-doh-25g,11251,Bench Fix Clay Doh 25g,General Merchandise,,N,,,,,,,50.00,43.19,4800417060460,,,Y,Y,55.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bench-fix-clay-doh-4g,10975,Bench Fix Clay Doh 4g,General Merchandise,,N,,,,,,,10.00,4.31,4800417060415,,,Y,Y,10.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
berocca-effervescent,10668,Berocca Effervescent Tab 10's,Branded,,N,,,,,,,244.00,210.86,4801962322027,,,Y,Y,244.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-wound-solution-120ml,11906,Betadine 10% Wound Solution 120ml,Branded,,N,,,,,,,278.00,250.76,,,,Y,Y,278.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-antiseptic-15ml,10707,Betadine 10% Wound Solution 15ml,Branded,,N,,,,,,,72.00,64.21,4800204002048,,,Y,Y,72.00,-1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-antiseptic-60ml,10708,Betadine 10% Wound Solution 60ml,Branded,,N,,,,,,,165.00,152.15,4800204002017,,,Y,Y,170.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-antiseptic-7.5ml,10706,Betadine 10% Wound Solution 7.5ml,Branded,,N,,,,,,,40.00,35.27,48035880,,,Y,Y,40.00,4.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-fw-100ml,11336,Betadine Fem Wash 100ml,Branded,,N,,,,,,,200.00,182.66,4800204008613,,,Y,Y,204.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-fw-25ml,11338,Betadine Fem Wash 25ml,Branded,,N,,,,,,,70.00,61.07,4800204008651,,,Y,Y,70.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-fw-50ml,11337,Betadine Fem Wash 50ml,Branded,,N,,,,,,,125.00,112.28,4800204008620,,,Y,Y,125.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-mw-120ml,10665,Betadine Gargle 120ml,Branded,,N,,,,,,,208.00,191.46,4800204001720,,,Y,Y,211.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-mw-60ml,10664,Betadine Gargle 60ml,Branded,,N,,,,,,,121.00,119.74,4800204001713,,,Y,Y,132.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
betadine-throat-spray,11071,Betadine Throat Spray,Branded,,N,,,,,,,595.00,551.53,,,,Y,Y,607.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
betahistine-16mg,10371,Betahistine 16mg Tab,Generics,,N,,,,,,,13.00,1.75,,,,Y,Y,13.00,16.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
betahistine-24mg,10372,Betahistine 24mg Tab,Generics,,N,,,,,,,25.00,5.50,,,,Y,Y,25.00,68.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
betahistine-8mg,10370,Betahistine 8mg Tab,Generics,,N,,,,,,,10.00,1.40,,,,Y,Y,10.00,103.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
betnovate-cream,10599,Betamethasone (Betnovate) Cream 5g,Branded,,N,,,,,,,345.00,331.67,4800333160282,,,Y,N,365.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
betnovate-ointment-5g,11556,Betamethasone (Betnovate) Ointment 5g,Branded,,N,,,,,,,374.00,350.07,,,,Y,Y,385.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
betamethasone-(lornasone)-5g-oint,11677,Betamethasone 5g Ointment,Generics,,N,,,,,,,100.00,22.00,8851881729625,,,Y,Y,100.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
betet-balm-17.5g,10916,Betet Balm 17.5g,Branded,,N,,,,,,,41.00,31.97,8993571005067,,,Y,Y,41.00,11.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bigen-a-black,11072,Bigen A Black,Branded,,N,,,,,,,65.00,58.33,4800326628188,,,Y,Y,65.00,-1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bigen-b-brown-black,11073,Bigen B Brown Black,Branded,,N,,,,,,,65.00,58.33,4800326628584,,,Y,Y,65.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bigen-c-dark-brown,11074,Bigen C Dark Brown,Branded,,N,,,,,,,65.00,58.33,4800326628782,,,Y,Y,65.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bigen-d-chestnut-brown,11075,Bigen D Chestnut Brown,Branded,,N,,,,,,,65.00,58.33,4800326628980,,,Y,Y,65.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
biguerlai-tea-box,10922,Biguerlai Tea,Branded,,N,,,,,,,7.00,5.00,,,,Y,N,7.00,0.000,30.000,Y,N,N,N,N,N,N,N,N,N,N,N
bilaxten-20mg-tab-1,11629,Bilastine (Bilaxten) 20mg Tab,Branded,,N,,,,,,,34.00,30.72,,,,Y,Y,34.00,25.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-ointment,10687,Bioderm Ointment (Tin) 5g,Branded,,N,,,,,,,23.00,18.33,4800011110004,,,Y,Y,23.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-ointment-15g,11867,Bioderm Ointment (Tube) 15g,Branded,,N,,,,,,,35.00,29.57,,,,Y,Y,35.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-tube,10688,Bioderm Ointment (Tube) 5g,Branded,,N,,,,,,,25.00,20.06,4800011110028,,,Y,Y,25.00,0.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-soap-blue,11299,Bioderm Soap Blue 135g,General Merchandise,,N,,,,,,,42.00,38.50,4800011113968,,,Y,Y,45.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-soap-blue-90g,11211,Bioderm Soap Blue 90g,General Merchandise,,N,,,,,,,40.00,28.50,,,,Y,Y,35.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-soap-green-135g,11300,Bioderm Soap Green 135g,General Merchandise,,N,,,,,,,42.00,37.44,4800011114262,,,Y,Y,45.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-soap-green-90g,11569,Bioderm Soap Green 90g,General Merchandise,,N,,,,,,,40.00,28.32,,,,Y,Y,35.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-soap-pink-135g,11302,Bioderm Soap Pink 135g,General Merchandise,,N,,,,,,,42.00,37.44,4800011115061,,,Y,Y,45.00,2.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bioderm-soap-white-135g,11301,Bioderm Soap White 135g,General Merchandise,,N,,,,,,,42.00,37.44,4800011115269,,,Y,Y,45.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
biofit-tea-box,10921,Biofit Tea,Branded,,N,,,,,,,6.00,4.94,,,,Y,Y,6.00,-8.000,60.000,N,Y,N,N,N,N,N,N,N,N,N,N
bioflu,10002,Bioflu,Branded / Unilab,,N,,,,,,,9.00,8.08,,,,Y,Y,9.00,249.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
biogesic-2-6-60ml-syrup-(melon),11538,Biogesic 2-6 60ml (Melon),Branded / Unilab,,N,,,,,,,99.00,93.89,,,,Y,Y,104.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
biogesic-(org)-120mg-syrup-60ml,10314,Biogesic 2-6 60ml (Org),Branded / Unilab,,N,,,,,,,99.00,93.89,4807788519184,,,Y,Y,104.00,8.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
biogesic,10003,Biogesic 500mg Tab,Branded / Unilab,,N,,,,,,,6.00,4.29,,,,Y,Y,6.00,1719.000,1000.000,N,N,N,N,N,N,N,N,N,N,N,N
biogesic-6+-60ml-(melon),11565,Biogesic 7-12 60ml (Melon),Branded / Unilab,,N,,,,,,,148.00,147.60,,,,Y,Y,163.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
biogesic-(org)-250mg-syrup-60ml,10316,Biogesic 7-12 60ml (Org),Branded / Unilab,,N,,,,,,,155.00,147.60,4807788519177,,,Y,Y,163.00,4.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
biogesic-(org)-drops-15ml,10320,Biogesic Drops 15ml (Org),Branded / Unilab,,N,,,,,,,87.00,79.09,4807788550668,,,Y,Y,87.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
birch-tree-2kg,11607,Birch Tree 2kg,Milk / Allpcon,,N,,,,,,,595.00,567.50,,,,Y,Y,595.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
birch-tree-300g,10743,Birch Tree 300g,Milk / Allpcon,,N,,,,,,,105.00,89.21,,,,Y,Y,100.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
birch-tree-700g,10744,Birch Tree 660g,Milk / Allpcon,,N,,,,,,,225.00,196.75,748485401515,,,Y,Y,225.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
birch-tree-1kg,11245,Birch Tree 925g,Milk / Allpcon,,N,,,,,,,290.00,269.34,,,,Y,Y,290.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bisacodyl,10373,Bisacodyl Tab,Generics,,N,,,,,,,3.00,1.00,,,,Y,Y,3.00,47.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
bisoprolol-5mg-tab,11910,Bisoprolol 5mg Tab,Generics,,N,,,,,,,15.00,10.33,,,,Y,Y,15.00,-60.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-1+-1.2kg,10755,Bonakid 1+ 1.2kg,Milk / Actiserve,,N,,,,,,,780.00,757.01,44218896,,,Y,Y,780.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-2.4kg,11679,Bonakid 1+ 2.4kg,Milk / Actiserve,,N,,,,,,,1309.00,1271.03,,,,Y,Y,1310.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-1+-350g,10754,Bonakid 1+ 350g,Milk / Actiserve,,N,,,,,,,241.00,233.65,4800153151255,,,Y,Y,241.00,15.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-3+-1.2kg,10758,Bonakid 3+ 1.2kg,Milk / Actiserve,,N,,,,,,,745.00,728.97,4800153149429,,,Y,Y,750.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-3+-1.6kg,10759,Bonakid 3+ 1.6kg,Milk / Actiserve,,N,,,,,,,953.00,925.23,4800153150128,,,Y,Y,955.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-3+-2.4kg,11741,Bonakid 3+ 2.4kg,Milk / Actiserve,,N,,,,,,,1310.00,1271.03,,,,Y,Y,1310.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bonakid-3+-350g,10757,Bonakid 3+ 350g,Milk / Actiserve,,N,,,,,,,231.00,224.30,4800153151262,,,Y,Y,231.00,11.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
bonil-solution,10710,Bonil Solution 30ml,Branded,,N,,,,,,,40.00,33.75,4800420941107,,,Y,Y,40.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bonna-1.2kg,10747,Bonna 0-6 1.2kg,Milk / Actiserve,,N,,,,,,,820.00,808.14,44232060,,,Y,Y,832.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
bonna-150g,10745,Bonna 0-6 150g,Milk / Actiserve,,N,,,,,,,123.00,116.82,,,,Y,Y,123.00,4.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
bonna-2kg,10748,Bonna 0-6 2kg,Milk / Actiserve,,N,,,,,,,1261.00,1224.29,4800153149085,,,Y,Y,1261.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
bonna-350g,10746,Bonna 0-6 350g,Milk / Actiserve,,N,,,,,,,255.00,252.34,4800153151231,,,Y,Y,260.00,16.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
bonamil-1.2kg,10751,Bonna 6-12 1.2kg,Milk / Actiserve,,N,,,,,,,790.00,766.36,44231980,,,Y,Y,790.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
